bruises,cap-color,cap-shape,cap-surface,class,gill-attachment,gill-color,gill-size,gill-spacing,habitat,odor,population,ring-number,ring-type,spore-print-color,stalk-color-above-ring,stalk-color-below-ring,stalk-root,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,veil-color
t,y,b,s,e,f,g,b,c,g,l,n,o,p,n,w,w,c,e,s,s,w
f,n,f,f,e,f,g,n,c,u,n,v,o,p,k,w,w,e,e,s,s,w
t,y,x,s,e,f,g,b,c,m,a,s,o,p,n,w,w,c,e,s,s,w
t,y,b,y,e,f,g,b,c,g,l,n,o,p,n,w,w,c,e,s,s,w
t,n,x,y,e,f,w,b,c,p,a,y,o,p,n,w,w,r,e,s,y,w
f,w,x,f,e,f,p,b,w,g,n,s,o,e,k,w,w,e,t,s,f,w
t,w,x,s,e,f,w,n,w,d,l,v,o,p,n,w,w,b,t,s,s,w
f,g,f,f,e,f,g,n,c,u,n,y,o,p,n,w,w,e,e,s,s,w
t,y,f,s,e,f,w,n,w,d,a,v,o,p,n,w,w,b,t,s,s,w
t,w,x,s,e,f,g,b,c,m,l,n,o,p,n,w,w,c,e,s,s,w
t,w,b,s,e,f,w,b,c,m,l,s,o,p,n,w,w,c,e,s,s,w
t,w,x,y,e,f,n,b,c,m,l,s,o,p,n,w,w,c,e,s,s,w
t,y,x,y,e,f,w,b,c,g,l,s,o,p,n,w,w,c,e,s,s,w
t,w,x,s,e,f,g,b,c,g,a,n,o,p,k,w,w,c,e,s,s,w
t,n,f,y,e,f,n,b,c,p,l,y,o,p,k,w,w,r,e,s,y,w
t,w,b,s,e,f,w,b,c,g,l,s,o,p,k,w,w,c,e,s,s,w
t,y,b,s,e,f,n,b,c,g,a,s,o,p,k,w,w,c,e,s,s,w
t,w,b,y,e,f,n,b,c,g,l,n,o,p,n,w,w,c,e,s,s,w
f,w,x,f,e,f,h,b,w,g,n,s,o,e,k,w,w,e,t,f,s,w
t,w,f,s,e,f,n,n,w,d,a,v,o,p,n,w,w,b,t,s,s,w
t,y,x,s,e,f,k,b,c,m,a,n,o,p,n,w,w,c,e,s,s,w
t,y,x,s,e,f,w,b,c,g,a,s,o,p,k,w,w,c,e,s,s,w
t,y,f,y,e,f,n,b,c,g,a,s,o,p,n,w,w,r,e,s,y,w
t,w,b,s,e,f,k,b,c,m,a,s,o,p,k,w,w,c,e,s,s,w
t,w,b,s,e,f,w,b,c,m,l,n,o,p,k,w,w,c,e,s,s,w
t,w,b,s,e,f,n,b,c,m,l,n,o,p,k,w,w,c,e,s,s,w
t,y,x,y,e,f,k,b,c,g,a,s,o,p,k,w,w,c,e,s,s,w
t,w,x,y,e,f,w,b,c,g,l,s,o,p,n,w,w,c,e,s,s,w
t,y,x,s,e,f,g,b,c,g,a,s,o,p,k,w,w,c,e,s,s,w
t,w,b,s,e,f,n,b,c,g,a,n,o,p,n,w,w,c,e,s,s,w
f,g,s,f,e,f,p,n,c,u,n,v,o,p,n,w,w,e,e,s,s,w
t,y,x,f,e,f,n,n,w,d,a,v,o,p,n,w,w,b,t,s,s,w
f,g,x,f,e,f,n,n,c,u,n,y,o,p,n,w,w,e,e,s,s,w
t,w,x,s,p,f,k,n,c,u,p,v,o,p,n,w,w,e,e,s,s,w
t,w,x,s,e,f,n,b,c,m,a,n,o,p,n,w,w,c,e,s,s,w
t,w,x,s,p,f,k,n,c,g,p,s,o,p,k,w,w,e,e,s,s,w
t,y,x,y,e,f,n,b,c,g,a,s,o,p,n,w,w,r,e,s,y,w
t,w,f,f,e,f,p,n,w,d,a,v,o,p,n,w,w,b,t,s,s,w
t,w,b,y,e,f,w,b,c,g,a,n,o,p,k,w,w,c,e,s,s,w
t,w,x,y,e,f,g,b,c,m,l,n,o,p,k,w,w,c,e,s,s,w
t,w,b,y,e,f,n,b,c,g,l,s,o,p,k,w,w,c,e,s,s,w
f,n,f,f,e,f,k,n,c,u,n,v,o,p,k,w,w,e,e,s,s,w
t,w,b,s,e,f,k,b,c,g,l,n,o,p,n,w,w,c,e,s,s,w
f,g,x,f,e,f,n,n,c,u,n,y,o,p,k,w,w,e,e,s,s,w
t,w,x,f,e,f,w,n,w,d,l,v,o,p,n,w,w,b,t,s,s,w
t,w,x,s,e,f,g,b,c,g,a,n,o,p,n,w,w,c,e,s,s,w
t,y,b,y,e,f,n,b,c,g,l,s,o,p,n,w,w,c,e,s,s,w
t,w,x,y,e,f,w,b,c,g,l,s,o,p,k,w,w,c,e,s,s,w
t,y,f,y,e,f,p,b,c,p,a,s,o,p,k,w,w,r,e,s,y,w
t,y,f,y,e,f,w,b,c,p,a,y,o,p,k,w,w,r,e,s,y,w
t,y,x,y,e,f,n,b,c,g,l,s,o,p,k,w,w,r,e,s,y,w
t,w,x,s,e,f,w,b,c,g,l,s,o,p,k,w,w,c,e,s,s,w
t,w,x,y,p,f,k,n,c,u,p,s,o,p,k,w,w,e,e,s,s,w
t,y,x,s,e,f,g,b,c,g,a,s,o,p,n,w,w,c,e,s,s,w
t,y,x,y,e,f,n,b,c,p,l,y,o,p,n,w,w,r,e,s,y,w
t,n,x,y,p,f,p,n,c,u,p,v,o,p,k,w,w,e,e,s,s,w
t,w,x,s,p,f,n,n,c,u,p,v,o,p,k,w,w,e,e,s,s,w
t,y,b,s,e,f,n,b,c,g,a,n,o,p,n,w,w,c,e,s,s,w
t,w,f,f,e,f,p,n,w,d,a,v,o,p,u,w,w,b,t,s,s,w
t,w,x,s,e,f,w,b,c,m,a,n,o,p,n,w,w,c,e,s,s,w
t,w,x,s,e,f,p,n,w,d,l,v,o,p,u,w,w,b,t,s,s,w
t,w,x,s,e,f,w,b,c,g,l,s,o,p,n,w,w,c,e,s,s,w
t,w,x,y,e,f,n,b,c,m,a,s,o,p,k,w,w,c,e,s,s,w
t,y,f,y,e,f,w,b,c,p,l,y,o,p,k,w,w,r,e,s,y,w
t,w,b,y,e,f,k,b,c,m,l,n,o,p,n,w,w,c,e,s,s,w
t,w,b,s,e,f,n,b,c,g,l,s,o,p,n,w,w,c,e,s,s,w
f,n,x,s,e,f,p,b,w,g,n,s,o,e,k,w,w,e,t,f,s,w
f,n,f,f,e,f,k,n,c,u,n,v,o,p,n,w,w,e,e,s,s,w
t,w,x,s,e,f,w,b,c,m,a,n,o,p,k,w,w,c,e,s,s,w
t,w,b,y,e,f,g,b,c,m,a,n,o,p,n,w,w,c,e,s,s,w
t,w,b,y,e,f,g,b,c,g,l,n,o,p,k,w,w,c,e,s,s,w
t,n,f,y,e,f,w,b,c,g,l,s,o,p,n,w,w,r,e,s,y,w
t,n,x,s,p,f,p,n,c,g,p,s,o,p,n,w,w,e,e,s,s,w
f,n,s,f,e,f,g,n,c,u,n,v,o,p,n,w,w,e,e,s,s,w
t,w,x,y,p,f,k,n,c,g,p,v,o,p,k,w,w,e,e,s,s,w
t,w,x,s,e,f,n,b,c,g,a,n,o,p,n,w,w,c,e,s,s,w
t,w,x,y,e,f,n,b,c,m,a,s,o,p,n,w,w,c,e,s,s,w
t,y,b,y,e,f,w,b,c,m,l,s,o,p,n,w,w,c,e,s,s,w
t,n,f,y,p,f,w,n,c,u,p,s,o,p,k,w,w,e,e,s,s,w
t,w,b,s,e,f,k,b,c,m,a,s,o,p,n,w,w,c,e,s,s,w
t,w,f,f,e,f,w,n,w,d,l,v,o,p,u,w,w,b,t,s,s,w
t,w,x,s,e,f,n,b,c,m,l,n,o,p,k,w,w,c,e,s,s,w
t,n,f,s,p,f,w,n,c,u,p,v,o,p,k,w,w,e,e,s,s,w
t,w,x,y,e,f,k,b,c,g,l,s,o,p,n,w,w,c,e,s,s,w
t,y,x,y,e,f,k,b,c,m,a,n,o,p,n,w,w,c,e,s,s,w
f,g,f,f,e,f,g,n,c,u,n,v,o,p,k,w,w,e,e,s,s,w
t,y,f,y,e,f,n,b,c,p,a,s,o,p,n,w,w,r,e,s,y,w
t,y,f,y,e,f,w,b,c,g,a,y,o,p,n,w,w,r,e,s,y,w
f,g,f,s,e,f,p,b,w,g,n,a,o,e,k,w,w,e,t,s,s,w
t,n,f,y,e,f,w,b,c,g,a,y,o,p,n,w,w,r,e,s,y,w
t,n,x,y,e,f,w,b,c,p,a,s,o,p,n,w,w,r,e,s,y,w
t,w,x,y,e,f,w,b,c,m,a,n,o,p,n,w,w,c,e,s,s,w
t,y,x,s,e,f,k,b,c,m,l,n,o,p,n,w,w,c,e,s,s,w
t,w,x,y,p,f,w,n,c,g,p,s,o,p,n,w,w,e,e,s,s,w
t,y,b,y,e,f,n,b,c,m,a,n,o,p,n,w,w,c,e,s,s,w
t,y,x,y,e,f,g,b,c,m,a,s,o,p,n,w,w,c,e,s,s,w
f,n,f,f,e,f,h,b,w,g,n,s,o,e,k,w,w,e,t,s,s,w
f,n,s,f,e,f,p,n,c,u,n,v,o,p,n,w,w,e,e,s,s,w
t,y,x,s,e,f,k,b,c,m,l,s,o,p,k,w,w,c,e,s,s,w
t,n,f,y,e,f,n,b,c,g,a,s,o,p,k,w,w,r,e,s,y,w
t,y,b,y,e,f,g,b,c,m,a,s,o,p,k,w,w,c,e,s,s,w
t,w,b,y,e,f,g,b,c,g,a,s,o,p,k,w,w,c,e,s,s,w
t,w,b,y,e,f,n,b,c,m,l,n,o,p,k,w,w,c,e,s,s,w
f,g,f,f,e,f,p,n,c,u,n,y,o,p,n,w,w,e,e,s,s,w
t,n,x,y,e,f,n,b,c,p,l,y,o,p,n,w,w,r,e,s,y,w
t,y,b,y,e,f,n,b,c,g,l,s,o,p,k,w,w,c,e,s,s,w
t,y,x,s,e,f,n,b,c,m,l,s,o,p,k,w,w,c,e,s,s,w
t,w,x,s,e,f,g,b,c,m,a,s,o,p,k,w,w,c,e,s,s,w
t,w,b,y,e,f,k,b,c,g,l,s,o,p,n,w,w,c,e,s,s,w
t,y,b,s,e,f,g,b,c,m,a,n,o,p,n,w,w,c,e,s,s,w
t,y,x,s,e,f,k,b,c,m,a,s,o,p,k,w,w,c,e,s,s,w
f,g,x,f,e,f,g,n,c,u,n,y,o,p,k,w,w,e,e,s,s,w
t,y,x,s,e,f,w,n,w,d,l,v,o,p,n,w,w,b,t,s,s,w
t,w,b,y,e,f,n,b,c,g,a,s,o,p,k,w,w,c,e,s,s,w
t,w,x,y,p,f,p,n,c,g,p,s,o,p,k,w,w,e,e,s,s,w
f,w,x,f,e,f,k,b,w,g,n,a,o,e,k,w,w,e,t,f,s,w
f,g,x,f,e,f,p,b,w,g,n,s,o,e,k,w,w,e,t,f,f,w
t,y,f,s,e,f,p,n,w,d,a,v,o,p,n,w,w,b,t,s,s,w
t,w,b,y,e,f,w,b,c,g,a,s,o,p,k,w,w,c,e,s,s,w
t,n,f,y,e,f,p,b,c,g,a,y,o,p,k,w,w,r,e,s,y,w
f,w,x,f,e,f,n,b,w,g,n,s,o,e,n,w,w,e,t,s,s,w
t,y,x,s,e,f,w,b,c,g,l,s,o,p,k,w,w,c,e,s,s,w
t,w,x,y,e,f,g,b,c,g,l,s,o,p,k,w,w,c,e,s,s,w
t,w,x,y,p,f,n,n,c,g,p,v,o,p,n,w,w,e,e,s,s,w
t,w,x,f,e,f,p,n,w,d,a,v,o,p,n,w,w,b,t,s,s,w
t,y,x,y,e,f,n,b,c,g,l,s,o,p,k,w,w,c,e,s,s,w
