bruises,cap-color,cap-shape,cap-surface,class,gill-attachment,gill-color,gill-size,gill-spacing,habitat,odor,population,ring-number,ring-type,spore-print-color,stalk-color-above-ring,stalk-color-below-ring,stalk-root,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,veil-color
f,y,x,f,p,f,p,b,c,d,f,y,o,l,h,n,n,b,e,k,k,w
f,y,f,f,p,f,p,b,c,p,f,v,o,l,h,n,n,b,e,k,k,w
f,y,x,y,p,f,g,b,c,d,f,y,o,l,h,n,b,b,e,k,k,w
t,p,b,y,p,f,w,b,c,g,n,v,t,p,r,w,w,b,e,s,s,w
t,p,k,y,e,f,e,b,c,w,n,c,t,e,w,w,w,?,e,s,s,w
f,y,x,y,p,f,g,b,c,p,f,v,o,l,h,b,b,b,e,k,k,w
t,b,k,y,e,f,e,b,c,w,n,c,t,e,w,w,e,?,e,s,s,w
f,y,f,y,p,f,p,b,c,d,f,y,o,l,h,n,n,b,e,k,k,w
f,y,x,f,p,f,p,b,c,g,f,v,o,l,h,p,p,b,e,k,k,w
f,n,x,y,p,f,b,n,c,p,s,v,o,e,w,w,w,?,t,k,k,w
t,w,f,g,p,f,w,n,w,l,n,c,o,p,w,w,w,b,e,s,s,w
f,n,x,y,p,f,b,n,c,d,y,v,o,e,w,w,w,?,t,s,k,w
t,w,x,s,p,f,p,b,c,u,f,s,o,p,h,w,w,b,t,s,s,w
f,e,x,y,p,f,b,n,c,p,y,v,o,e,w,w,w,?,t,k,k,w
t,g,x,s,p,f,p,b,c,u,f,v,o,p,h,w,w,b,t,f,s,w
f,e,x,y,p,f,b,n,c,p,y,v,o,e,w,p,p,?,t,k,s,w
f,y,f,y,p,f,g,b,c,d,f,v,o,l,h,b,p,b,e,k,k,w
t,g,x,s,p,f,h,b,c,g,f,s,o,p,h,w,w,b,t,s,f,w
f,c,k,y,e,f,w,n,w,l,n,v,o,e,w,w,n,b,e,s,f,w
f,c,f,y,e,f,w,n,w,l,n,v,o,e,w,w,n,b,e,f,s,w
t,w,x,s,p,f,w,b,c,u,f,s,o,p,h,w,w,b,t,s,f,w
t,b,x,s,p,f,w,b,c,g,f,v,o,p,h,w,w,b,t,f,s,w
t,w,x,s,p,f,h,b,c,g,f,v,o,p,h,w,w,b,t,s,f,w
t,b,f,s,p,f,p,b,c,g,f,v,o,p,h,w,w,b,t,s,s,w
t,b,f,s,p,f,w,b,c,u,f,v,o,p,h,w,w,b,t,s,f,w
f,c,k,y,e,f,w,n,w,l,n,v,o,e,w,w,n,b,e,f,s,w
f,g,x,y,p,f,g,b,c,d,f,v,o,l,h,n,n,b,e,k,k,w
t,w,f,s,p,f,h,b,c,g,f,v,o,p,h,w,w,b,t,f,f,w
t,p,f,y,e,f,w,b,c,w,n,c,t,e,w,w,e,?,e,s,s,w
f,y,f,y,p,f,p,b,c,p,f,y,o,l,h,b,p,b,e,k,k,w
f,g,x,y,p,f,p,b,c,g,f,y,o,l,h,p,b,b,e,k,k,w
t,g,f,s,p,f,w,b,c,u,f,s,o,p,h,w,w,b,t,s,s,w
t,w,c,g,p,f,w,n,w,l,n,c,o,p,w,w,w,b,e,s,s,w
t,w,b,g,p,f,w,n,w,l,n,c,o,p,w,w,w,b,e,s,s,w
t,g,x,s,p,f,p,b,c,u,f,s,o,p,h,w,w,b,t,s,f,w
t,w,f,s,p,f,h,b,c,u,f,s,o,p,h,w,w,b,t,f,f,w
f,n,x,y,p,f,b,n,c,d,s,v,o,e,w,w,p,?,t,s,s,w
f,y,b,f,p,f,w,n,c,d,n,v,o,e,w,w,y,?,e,k,y,w
t,b,x,s,p,f,p,b,c,g,f,v,o,p,h,w,w,b,t,s,s,w
f,n,x,y,p,f,b,n,c,d,y,v,o,e,w,p,p,?,t,k,s,w
t,n,k,s,e,f,w,b,c,w,n,c,t,e,w,e,w,?,e,s,s,w
t,w,f,s,p,f,w,b,c,g,f,v,o,p,h,w,w,b,t,s,s,w
t,b,k,y,e,f,w,b,c,w,n,c,t,e,w,e,e,?,e,s,s,w
f,g,f,f,p,f,p,b,c,d,f,y,o,l,h,b,b,b,e,k,k,w
t,e,x,s,e,f,e,b,c,w,n,c,t,e,w,e,w,?,e,s,s,w
f,n,x,y,p,f,b,n,c,l,f,v,o,e,w,p,p,?,t,k,k,w
f,e,x,y,p,f,b,n,c,p,y,v,o,e,w,p,p,?,t,k,k,w
t,b,f,s,p,f,r,b,c,g,n,v,t,p,r,w,w,b,e,s,s,w
f,n,x,y,p,f,b,n,c,d,y,v,o,e,w,w,w,?,t,k,s,w
t,b,f,s,p,f,w,b,c,m,n,v,t,p,r,w,w,b,e,s,s,w
f,y,f,y,p,f,p,b,c,p,f,y,o,l,h,b,b,b,e,k,k,w
f,g,x,y,p,f,p,b,c,g,f,y,o,l,h,p,n,b,e,k,k,w
f,y,x,f,p,f,g,b,c,g,f,y,o,l,h,p,b,b,e,k,k,w
f,n,x,y,p,f,b,n,c,p,f,v,o,e,w,w,p,?,t,s,k,w
f,n,f,f,e,f,w,n,w,l,n,v,o,e,w,w,n,b,e,s,f,w
f,n,x,y,p,f,b,n,c,p,f,v,o,e,w,p,p,?,t,k,s,w
t,b,x,s,e,f,e,b,c,w,n,c,t,e,w,e,e,?,e,s,s,w
f,n,x,y,p,f,b,n,c,l,y,v,o,e,w,w,w,?,t,s,k,w
t,b,x,s,p,f,h,b,c,g,f,v,o,p,h,w,w,b,t,f,s,w
t,b,x,s,p,f,w,b,c,g,f,s,o,p,h,w,w,b,t,s,s,w
f,y,f,y,p,f,g,b,c,p,f,y,o,l,h,p,b,b,e,k,k,w
t,g,f,s,p,f,w,b,c,g,f,v,o,p,h,w,w,b,t,s,f,w
f,n,x,y,p,f,b,n,c,l,f,v,o,e,w,w,w,?,t,s,k,w
f,n,f,f,p,f,w,n,c,d,n,v,o,e,w,w,y,?,e,k,y,w
t,b,x,s,p,f,p,b,c,g,f,v,o,p,h,w,w,b,t,f,s,w
t,e,x,y,e,f,w,b,c,w,n,c,t,e,w,w,w,?,e,s,s,w
t,b,f,s,p,f,w,b,c,g,f,s,o,p,h,w,w,b,t,f,f,w
t,w,f,s,p,f,p,b,c,g,f,s,o,p,h,w,w,b,t,f,s,w
t,e,k,y,e,f,w,b,c,w,n,c,t,e,w,e,e,?,e,s,s,w
f,y,x,f,p,f,p,b,c,p,f,y,o,l,h,n,p,b,e,k,k,w
f,n,x,f,p,f,w,n,c,d,n,v,o,e,w,w,n,?,e,k,y,w
t,b,f,y,p,f,r,b,c,m,n,v,t,p,r,w,w,b,e,s,s,w
t,n,f,y,e,f,w,b,c,w,n,c,t,e,w,w,e,?,e,s,s,w
t,b,f,s,p,f,h,b,c,g,f,s,o,p,h,w,w,b,t,f,s,w
f,y,f,y,p,f,h,b,c,g,f,v,o,l,h,b,p,b,e,k,k,w
t,p,x,s,e,f,w,b,c,w,n,c,t,e,w,w,w,?,e,s,s,w
f,y,f,y,p,f,h,b,c,d,f,v,o,l,h,p,b,b,e,k,k,w
t,n,x,y,e,f,e,b,c,w,n,c,t,e,w,e,w,?,e,s,s,w
t,p,f,s,e,f,e,b,c,w,n,c,t,e,w,e,e,?,e,s,s,w
t,w,b,y,p,f,r,b,c,g,n,v,t,p,r,w,w,b,e,s,s,w
f,c,x,y,e,f,w,n,w,l,n,v,o,e,w,w,n,b,e,f,f,w
t,n,f,s,e,f,w,b,c,w,n,c,t,e,w,e,w,?,e,s,s,w
f,g,x,y,p,f,p,b,c,g,f,y,o,l,h,p,p,b,e,k,k,w
t,b,x,s,p,f,h,b,c,u,f,v,o,p,h,w,w,b,t,f,s,w
f,y,f,y,p,f,g,b,c,d,f,y,o,l,h,b,p,b,e,k,k,w
t,g,x,s,p,f,w,b,c,g,f,v,o,p,h,w,w,b,t,f,s,w
f,n,x,y,p,f,w,n,c,d,n,v,o,e,w,w,y,?,e,k,y,w
t,b,x,s,p,f,w,b,c,u,f,v,o,p,h,w,w,b,t,f,s,w
f,c,f,y,e,f,w,n,w,l,n,v,o,e,w,w,n,b,e,s,f,w
t,w,x,s,p,f,p,b,c,g,f,s,o,p,h,w,w,b,t,s,s,w
f,e,x,y,p,f,b,n,c,d,y,v,o,e,w,w,w,?,t,k,s,w
f,y,f,f,p,f,h,b,c,d,f,y,o,l,h,n,p,b,e,k,k,w
f,y,x,y,p,f,p,b,c,p,f,v,o,l,h,b,p,b,e,k,k,w
f,w,x,y,e,f,h,n,c,d,n,v,o,f,h,w,w,?,e,s,f,w
f,y,f,y,p,f,h,b,c,p,f,y,o,l,h,p,n,b,e,k,k,w
t,b,f,s,p,f,h,b,c,g,f,v,o,p,h,w,w,b,t,f,s,w
t,p,f,y,p,f,w,b,c,g,n,v,t,p,r,w,w,b,e,s,s,w
t,g,f,s,p,f,h,b,c,u,f,v,o,p,h,w,w,b,t,f,s,w
f,n,x,y,p,f,b,n,c,d,s,v,o,e,w,w,w,?,t,s,s,w
t,p,k,s,e,f,w,b,c,w,n,c,t,e,w,e,w,?,e,s,s,w
f,g,x,y,p,f,g,b,c,p,f,v,o,l,h,n,b,b,e,k,k,w
f,g,f,y,p,f,g,b,c,g,f,v,o,l,h,n,n,b,e,k,k,w
f,g,f,f,p,f,g,b,c,d,f,y,o,l,h,n,p,b,e,k,k,w
f,y,x,f,p,f,h,b,c,p,f,v,o,l,h,p,b,b,e,k,k,w
t,b,f,s,p,f,h,b,c,u,f,s,o,p,h,w,w,b,t,f,f,w
t,b,x,s,p,f,p,b,c,g,f,s,o,p,h,w,w,b,t,s,f,w
f,n,x,y,p,f,b,n,c,p,f,v,o,e,w,w,w,?,t,s,s,w
f,y,f,f,p,f,h,b,c,d,f,v,o,l,h,n,n,b,e,k,k,w
f,y,x,y,p,f,p,b,c,d,f,v,o,l,h,p,p,b,e,k,k,w
t,p,k,y,e,f,e,b,c,w,n,c,t,e,w,w,e,?,e,s,s,w
f,n,f,f,p,f,w,n,c,d,n,v,o,e,w,w,n,?,e,k,y,w
t,b,k,s,e,f,w,b,c,w,n,c,t,e,w,w,w,?,e,s,s,w
f,y,f,y,p,f,h,b,c,g,f,v,o,l,h,p,n,b,e,k,k,w
f,e,x,y,p,f,b,n,c,l,y,v,o,e,w,p,w,?,t,k,s,w
f,n,x,y,p,f,b,n,c,l,f,v,o,e,w,w,p,?,t,k,k,w
t,g,x,s,p,f,h,b,c,u,f,s,o,p,h,w,w,b,t,f,f,w
f,g,x,y,p,f,g,b,c,p,f,v,o,l,h,p,p,b,e,k,k,w
t,n,f,s,e,f,e,b,c,w,n,c,t,e,w,w,e,?,e,s,s,w
t,g,x,s,p,f,h,b,c,g,f,v,o,p,h,w,w,b,t,f,s,w
t,p,f,y,p,f,w,b,c,m,n,v,t,p,r,w,w,b,e,s,s,w
t,b,k,y,e,f,w,b,c,w,n,c,t,e,w,e,w,?,e,s,s,w
t,w,x,s,p,f,w,b,c,u,f,v,o,p,h,w,w,b,t,s,s,w
f,n,x,y,p,f,b,n,c,d,y,v,o,e,w,p,p,?,t,s,s,w
f,n,x,y,p,f,b,n,c,d,y,v,o,e,w,w,p,?,t,s,s,w
t,g,x,s,p,f,p,b,c,u,f,v,o,p,h,w,w,b,t,s,s,w
f,y,f,y,p,f,g,b,c,d,f,y,o,l,h,n,p,b,e,k,k,w
t,n,k,y,e,f,w,b,c,w,n,c,t,e,w,e,w,?,e,s,s,w
t,p,x,y,e,f,w,b,c,w,n,c,t,e,w,e,e,?,e,s,s,w
t,p,x,s,e,f,e,b,c,w,n,c,t,e,w,w,e,?,e,s,s,w
f,n,x,y,p,f,b,n,c,p,f,v,o,e,w,p,w,?,t,k,s,w
t,b,f,s,p,f,h,b,c,g,f,v,o,p,h,w,w,b,t,f,f,w
f,n,b,y,p,f,w,n,c,d,n,v,o,e,w,w,n,?,e,k,y,w
f,n,x,y,p,f,b,n,c,d,f,v,o,e,w,w,w,?,t,k,k,w
t,b,x,s,p,f,w,b,c,u,f,s,o,p,h,w,w,b,t,s,s,w
t,g,f,s,p,f,p,b,c,u,f,s,o,p,h,w,w,b,t,f,f,w
f,n,x,y,p,f,b,n,c,l,f,v,o,e,w,w,p,?,t,s,s,w
t,p,k,y,e,f,w,b,c,w,n,c,t,e,w,w,e,?,e,s,s,w
f,c,k,f,e,f,w,n,w,l,n,v,o,e,w,w,n,b,e,f,f,w
f,y,x,y,p,f,h,b,c,g,f,v,o,l,h,b,n,b,e,k,k,w
t,n,x,s,e,f,w,b,c,w,n,c,t,e,w,e,w,?,e,s,s,w
f,y,f,y,p,f,p,b,c,d,f,v,o,l,h,n,b,b,e,k,k,w
t,w,f,s,p,f,w,b,c,g,f,s,o,p,h,w,w,b,t,f,f,w
f,y,f,y,p,f,w,n,c,d,n,v,o,e,w,w,y,?,e,k,y,w
f,y,f,y,p,f,g,b,c,d,f,v,o,l,h,p,p,b,e,k,k,w
f,g,f,f,p,f,p,b,c,p,f,y,o,l,h,b,p,b,e,k,k,w
f,n,k,f,e,f,w,n,w,l,n,v,o,e,w,w,n,b,e,f,f,w
f,y,x,y,p,f,h,b,c,d,f,y,o,l,h,p,b,b,e,k,k,w
t,b,k,s,e,f,e,b,c,w,n,c,t,e,w,w,e,?,e,s,s,w
t,w,k,y,p,f,w,n,w,l,n,c,o,p,w,w,w,b,e,s,s,w
f,n,x,y,p,f,b,n,c,p,y,v,o,e,w,w,w,?,t,s,s,w
t,g,f,s,p,f,w,b,c,u,f,v,o,p,h,w,w,b,t,s,f,w
f,y,k,f,p,f,w,n,c,d,n,v,o,e,w,w,y,?,e,k,y,w
f,y,f,y,p,f,p,b,c,p,f,v,o,l,h,p,p,b,e,k,k,w
t,w,b,y,p,f,w,b,c,g,n,v,t,p,r,w,w,b,e,s,s,w
f,y,f,y,p,f,g,b,c,g,f,y,o,l,h,p,b,b,e,k,k,w
t,b,x,s,p,f,w,b,c,g,f,v,o,p,h,w,w,b,t,s,s,w
t,w,x,s,p,f,w,b,c,g,f,v,o,p,h,w,w,b,t,s,f,w
t,n,k,s,e,f,w,b,c,w,n,c,t,e,w,w,e,?,e,s,s,w
f,y,x,y,p,f,p,b,c,p,f,v,o,l,h,p,p,b,e,k,k,w
f,y,x,f,p,f,w,n,c,d,n,v,o,e,w,w,y,?,e,k,y,w
f,y,f,y,p,f,g,b,c,p,f,v,o,l,h,b,n,b,e,k,k,w
t,g,f,s,p,f,p,b,c,g,f,v,o,p,h,w,w,b,t,s,s,w
f,y,f,y,p,f,g,b,c,d,f,y,o,l,h,p,n,b,e,k,k,w
f,n,k,y,p,f,w,n,c,d,n,v,o,e,w,w,y,?,e,k,y,w
t,b,f,s,p,f,p,b,c,u,f,s,o,p,h,w,w,b,t,s,f,w
t,e,f,s,e,f,w,b,c,w,n,c,t,e,w,w,w,?,e,s,s,w
f,n,x,y,p,f,b,n,c,d,f,v,o,e,w,p,p,?,t,s,s,w
t,b,k,y,e,f,w,b,c,w,n,c,t,e,w,w,e,?,e,s,s,w
f,n,x,y,p,f,b,n,c,d,y,v,o,e,w,w,w,?,t,s,s,w
t,w,x,s,p,f,h,b,c,u,f,v,o,p,h,w,w,b,t,f,s,w
t,n,k,s,e,f,e,b,c,w,n,c,t,e,w,e,e,?,e,s,s,w
t,g,f,s,p,f,w,b,c,u,f,s,o,p,h,w,w,b,t,f,s,w
f,n,x,y,p,f,b,n,c,l,y,v,o,e,w,w,w,?,t,s,s,w
t,w,x,s,p,f,p,b,c,g,f,v,o,p,h,w,w,b,t,s,f,w
f,g,f,y,p,f,p,b,c,g,f,y,o,l,h,n,p,b,e,k,k,w
t,w,f,s,p,f,w,b,c,u,f,s,o,p,h,w,w,b,t,f,s,w
t,b,x,s,e,f,e,b,c,w,n,c,t,e,w,w,e,?,e,s,s,w
t,b,b,y,p,f,w,b,c,m,n,v,t,p,r,w,w,b,e,s,s,w
t,b,x,s,p,f,p,b,c,g,f,s,o,p,h,w,w,b,t,f,f,w
f,n,k,f,e,f,w,n,w,l,n,v,o,e,w,w,n,b,e,s,s,w
f,n,x,y,p,f,b,n,c,l,s,v,o,e,w,w,w,?,t,k,s,w
t,w,f,s,p,f,h,b,c,g,f,v,o,p,h,w,w,b,t,f,s,w
t,g,x,s,p,f,h,b,c,u,f,v,o,p,h,w,w,b,t,s,s,w
f,y,k,y,p,f,w,n,c,d,n,v,o,e,w,w,y,?,e,k,y,w
t,w,f,s,p,f,w,b,c,m,n,v,t,p,r,w,w,b,e,s,s,w
f,y,f,f,p,f,g,b,c,p,f,y,o,l,h,n,b,b,e,k,k,w
t,p,k,y,e,f,w,b,c,w,n,c,t,e,w,e,w,?,e,s,s,w
t,w,f,y,p,f,w,n,w,l,n,c,o,p,w,w,w,b,e,s,s,w
f,w,f,y,e,f,u,n,c,d,n,y,o,f,h,w,w,?,e,s,f,w
f,r,x,y,e,f,w,n,c,d,n,v,o,f,h,w,w,?,e,s,f,w
t,b,f,s,p,f,p,b,c,u,f,v,o,p,h,w,w,b,t,f,s,w
t,b,x,s,e,f,w,b,c,w,n,c,t,e,w,w,e,?,e,s,s,w
t,g,f,s,p,f,h,b,c,g,f,v,o,p,h,w,w,b,t,s,s,w
f,e,x,y,p,f,b,n,c,d,y,v,o,e,w,p,w,?,t,s,k,w
f,y,f,y,p,f,g,b,c,p,f,y,o,l,h,n,b,b,e,k,k,w
t,g,f,s,p,f,w,b,c,g,f,s,o,p,h,w,w,b,t,s,s,w
t,b,f,s,p,f,h,b,c,g,f,s,o,p,h,w,w,b,t,s,s,w
t,e,f,s,e,f,e,b,c,w,n,c,t,e,w,e,w,?,e,s,s,w
f,e,x,y,p,f,b,n,c,d,y,v,o,e,w,w,p,?,t,k,k,w
f,g,f,f,p,f,p,b,c,g,f,y,o,l,h,b,b,b,e,k,k,w
f,y,f,y,p,f,g,b,c,d,f,y,o,l,h,b,b,b,e,k,k,w
t,n,x,s,e,f,e,b,c,w,n,c,t,e,w,e,w,?,e,s,s,w
f,n,x,y,p,f,b,n,c,l,s,v,o,e,w,p,w,?,t,s,s,w
t,g,f,s,p,f,p,b,c,g,f,s,o,p,h,w,w,b,t,f,f,w
t,w,f,s,p,f,p,b,c,g,f,s,o,p,h,w,w,b,t,s,s,w
f,c,x,f,e,f,w,n,w,l,n,v,o,e,w,w,n,b,e,s,s,w
t,g,f,s,p,f,w,b,c,g,f,v,o,p,h,w,w,b,t,f,s,w
f,g,f,f,p,f,p,b,c,p,f,v,o,l,h,n,p,b,e,k,k,w
f,r,x,y,e,f,w,n,c,d,n,y,o,f,h,w,w,?,e,s,f,w
f,y,x,f,p,f,g,b,c,p,f,v,o,l,h,p,b,b,e,k,k,w
f,n,x,y,p,f,b,n,c,l,f,v,o,e,w,p,p,?,t,s,k,w
f,n,x,y,p,f,b,n,c,l,s,v,o,e,w,w,w,?,t,s,s,w
t,e,f,y,e,f,w,b,c,w,n,c,t,e,w,e,w,?,e,s,s,w
t,g,x,s,p,f,w,b,c,u,f,v,o,p,h,w,w,b,t,s,f,w
t,e,f,y,e,f,e,b,c,w,n,c,t,e,w,w,w,?,e,s,s,w
f,n,x,y,p,f,b,n,c,p,f,v,o,e,w,p,p,?,t,s,k,w
t,n,k,y,e,f,w,b,c,w,n,c,t,e,w,w,e,?,e,s,s,w
f,n,b,y,p,f,w,n,c,d,n,v,o,e,w,w,y,?,e,k,y,w
f,n,x,y,p,f,b,n,c,p,s,v,o,e,w,w,p,?,t,s,s,w
t,b,f,y,e,f,e,b,c,w,n,c,t,e,w,w,e,?,e,s,s,w
t,w,x,s,p,f,h,b,c,g,f,v,o,p,h,w,w,b,t,f,s,w
f,y,f,y,p,f,p,b,c,g,f,v,o,l,h,p,b,b,e,k,k,w
t,n,f,y,e,f,w,b,c,w,n,c,t,e,w,w,w,?,e,s,s,w
t,w,b,y,p,f,g,b,c,m,n,v,t,p,r,w,w,b,e,s,s,w
f,n,x,y,e,f,w,n,w,l,n,v,o,e,w,w,n,b,e,s,f,w
f,y,f,y,p,f,g,b,c,p,f,v,o,l,h,n,p,b,e,k,k,w
t,b,x,s,p,f,h,b,c,g,f,s,o,p,h,w,w,b,t,f,s,w
t,g,x,s,p,f,h,b,c,u,f,s,o,p,h,w,w,b,t,s,s,w
t,g,f,s,p,f,w,b,c,u,f,s,o,p,h,w,w,b,t,s,f,w
f,n,x,y,p,f,b,n,c,p,f,v,o,e,w,w,w,?,t,k,s,w
f,w,f,y,e,f,p,n,c,d,n,v,o,f,h,w,w,?,e,s,f,w
f,n,x,y,p,f,b,n,c,l,s,v,o,e,w,p,w,?,t,k,s,w
f,n,x,y,p,f,b,n,c,l,s,v,o,e,w,w,p,?,t,s,s,w
f,g,f,f,p,f,g,b,c,g,f,v,o,l,h,n,b,b,e,k,k,w
f,e,x,y,p,f,b,n,c,l,y,v,o,e,w,p,p,?,t,k,s,w
t,w,x,s,p,f,w,b,c,g,f,v,o,p,h,w,w,b,t,s,s,w
f,g,f,y,p,f,p,b,c,d,f,v,o,l,h,n,b,b,e,k,k,w
t,w,f,s,p,f,w,b,c,u,f,v,o,p,h,w,w,b,t,s,f,w
f,y,k,y,p,f,w,n,c,d,n,v,o,e,w,w,n,?,e,k,y,w
t,g,f,s,p,f,h,b,c,u,f,v,o,p,h,w,w,b,t,f,f,w
t,w,x,s,p,f,h,b,c,u,f,s,o,p,h,w,w,b,t,s,f,w
f,c,x,y,e,f,w,n,w,l,n,v,o,e,w,w,n,b,e,f,s,w
t,w,x,s,p,f,h,b,c,u,f,v,o,p,h,w,w,b,t,s,s,w
f,n,x,y,p,f,b,n,c,p,s,v,o,e,w,w,p,?,t,k,k,w
f,y,f,y,p,f,p,b,c,p,f,y,o,l,h,p,b,b,e,k,k,w
t,p,f,y,p,f,r,b,c,g,n,v,t,p,r,w,w,b,e,s,s,w
t,p,x,s,e,f,e,b,c,w,n,c,t,e,w,e,e,?,e,s,s,w
t,b,f,y,p,f,r,b,c,g,n,v,t,p,r,w,w,b,e,s,s,w
f,y,x,f,p,f,w,n,c,d,n,v,o,e,w,w,n,?,e,k,y,w
f,y,f,y,p,f,h,b,c,p,f,y,o,l,h,p,b,b,e,k,k,w
f,n,x,f,e,f,w,n,w,l,n,v,o,e,w,w,n,b,e,f,s,w
f,n,f,f,e,f,w,n,w,l,n,v,o,e,w,w,n,b,e,f,f,w
f,n,x,y,p,f,b,n,c,l,y,v,o,e,w,w,p,?,t,s,k,w
t,g,f,s,p,f,p,b,c,u,f,v,o,p,h,w,w,b,t,f,s,w
t,b,x,s,p,f,h,b,c,u,f,s,o,p,h,w,w,b,t,f,f,w
t,g,f,s,p,f,w,b,c,g,f,v,o,p,h,w,w,b,t,s,s,w
t,b,x,s,p,f,h,b,c,g,f,s,o,p,h,w,w,b,t,f,f,w
f,r,x,y,e,f,h,n,c,d,n,v,o,f,h,w,w,?,e,s,f,w
f,y,f,y,p,f,h,b,c,d,f,y,o,l,h,b,b,b,e,k,k,w
t,g,f,s,p,f,h,b,c,u,f,s,o,p,h,w,w,b,t,f,s,w
f,y,f,y,p,f,h,b,c,g,f,y,o,l,h,p,b,b,e,k,k,w
f,n,x,y,p,f,b,n,c,p,f,v,o,e,w,p,p,?,t,s,s,w
t,w,f,s,p,f,w,b,c,u,f,v,o,p,h,w,w,b,t,f,f,w
f,g,f,y,p,f,p,b,c,p,f,y,o,l,h,p,p,b,e,k,k,w
t,w,x,s,p,f,w,b,c,u,f,s,o,p,h,w,w,b,t,f,s,w
f,y,f,y,p,f,h,b,c,p,f,y,o,l,h,b,b,b,e,k,k,w
f,n,x,y,p,f,b,n,c,d,f,v,o,e,w,p,w,?,t,s,s,w
f,y,x,y,p,f,w,n,c,d,n,v,o,e,w,w,n,?,e,k,y,w
t,n,f,s,e,f,e,b,c,w,n,c,t,e,w,e,e,?,e,s,s,w
f,y,f,y,p,f,p,b,c,d,f,y,o,l,h,p,p,b,e,k,k,w
t,g,f,s,p,f,h,b,c,u,f,s,o,p,h,w,w,b,t,s,f,w
f,y,f,y,p,f,h,b,c,d,f,v,o,l,h,n,b,b,e,k,k,w
t,w,f,s,p,f,h,b,c,u,f,s,o,p,h,w,w,b,t,s,s,w
t,p,f,s,p,f,w,b,c,m,n,v,t,p,r,w,w,b,e,s,s,w
f,n,x,y,p,f,b,n,c,l,y,v,o,e,w,p,p,?,t,k,s,w
f,y,f,y,p,f,g,b,c,d,f,y,o,l,h,b,n,b,e,k,k,w
t,p,k,s,e,f,w,b,c,w,n,c,t,e,w,w,e,?,e,s,s,w
t,b,x,s,p,f,h,b,c,g,f,s,o,p,h,w,w,b,t,s,s,w
t,w,x,s,p,f,p,b,c,g,f,s,o,p,h,w,w,b,t,f,s,w
t,p,b,y,p,f,r,b,c,m,n,v,t,p,r,w,w,b,e,s,s,w
t,w,x,s,p,f,h,b,c,g,f,s,o,p,h,w,w,b,t,f,f,w
t,b,x,s,p,f,h,b,c,u,f,s,o,p,h,w,w,b,t,f,s,w
f,y,f,y,p,f,h,b,c,g,f,y,o,l,h,p,n,b,e,k,k,w
t,p,x,y,e,f,w,b,c,w,n,c,t,e,w,w,w,?,e,s,s,w
f,n,x,y,p,f,b,n,c,d,f,v,o,e,w,w,w,?,t,s,s,w
f,n,x,y,p,f,b,n,c,p,s,v,o,e,w,p,w,?,t,s,k,w
t,w,x,s,p,f,p,b,c,u,f,v,o,p,h,w,w,b,t,s,f,w
t,b,f,y,e,f,e,b,c,w,n,c,t,e,w,e,w,?,e,s,s,w
t,p,f,s,e,f,e,b,c,w,n,c,t,e,w,w,e,?,e,s,s,w
f,y,x,y,p,f,p,b,c,p,f,v,o,l,h,n,b,b,e,k,k,w
t,b,f,s,p,f,w,b,c,u,f,v,o,p,h,w,w,b,t,f,s,w
f,n,x,y,e,f,w,n,w,l,n,v,o,e,w,w,n,b,e,f,f,w
